,Point_number,Point Latitude,Point Longitude,Pharmacy name,Pharmacy Latitude,Pharmacy Longitude,Pharmacy distance to point,Pharmacy Adress,Pharmacy Address
227,157,-34.625852997777734,-58.40582078575996,Farmacia Nueva San Juan,-34.6235,-58.40114,502,,Av. San Juan 2501
228,157,-34.625852997777734,-58.40582078575996,Farmacity,-34.62374132460256,-58.40232723560506,397,,Av. San Juan  2701
229,158,-34.625852997777734,-58.39796801011996,Farmacia Nueva San Juan,-34.6235,-58.40114,391,,Av. San Juan 2501
230,158,-34.625852997777734,-58.39796801011996,Farmacia Moreno,-34.6234699,-58.3989333,279,,"Av. San Juan 2374, C1232AAS"
231,158,-34.625852997777734,-58.39796801011996,Gran Farmacia Del Sud,-34.62303,-58.393597,508,,Av. San Juan 2000
232,158,-34.625852997777734,-58.39796801011996,Farmacia Santa Lucía,-34.622738,-58.395264,426,,Rincón 1196
233,158,-34.625852997777734,-58.39796801011996,Farmacity,-34.62374132460256,-58.40232723560506,463,,Av. San Juan  2701
234,159,-34.625852997777734,-58.390115234479964,Gran Farmacia Del Sud,-34.62303,-58.393597,447,,Av. San Juan 2000
235,159,-34.625852997777734,-58.390115234479964,Farmacia Entre Rios,-34.62873826770765,-58.39230141391107,378,,Av. Entre Rios 1735
236,160,-34.625852997777734,-58.38226245883996,Farmacia Olivera,-34.62845230102539,-58.37786102294922,496,,Av. Caseros 1000
237,160,-34.625852997777734,-58.38226245883996,Farmacia Brasil,-34.627846,-58.38281,227,,Avenida Brasil 1201
238,161,-34.625852997777734,-58.374409683199964,Farmacia Santa Catalina,-34.62611189959405,-58.37437813410051,28,,
239,161,-34.625852997777734,-58.374409683199964,Del Puerto SCS Farmacia,-34.625468661756216,-58.3738823173515,64,,Brasil 1201
240,161,-34.625852997777734,-58.374409683199964,Farmacia Indiana,-34.62344,-58.37561,290,,Cochabamba 710
241,161,-34.625852997777734,-58.374409683199964,Farmacia Nueva Ricamon,-34.62409,-58.371437,335,,
242,161,-34.625852997777734,-58.374409683199964,Farmacia Olivera,-34.62845230102539,-58.37786102294922,428,,Av. Caseros 1000
243,161,-34.625852997777734,-58.374409683199964,Farmacia Piedras 1960,-34.629853293746024,-58.37169170379639,510,,Piedras 1960
244,161,-34.625852997777734,-58.374409683199964,Scienza Argentina,-34.62424295896566,-58.37190464289369,291,,Av. Juan de Garay 437
245,161,-34.625852997777734,-58.374409683199964,Pañalera Sobrinitos,-34.629345,-58.370535,526,,Av. Martín García 392
246,162,-34.625852997777734,-58.36655690755996,Farmacia Nueva Ricamon,-34.62409,-58.371437,488,,
247,162,-34.625852997777734,-58.36655690755996,Nuevo Puerto I,-34.6236341030475,-58.36352637090837,371,,Juana Manso 1696
248,162,-34.625852997777734,-58.36655690755996,Pañalera Sobrinitos,-34.629345,-58.370535,532,,Av. Martín García 392
249,163,-34.625852997777734,-58.358704131919964,Nuevo Puerto I,-34.6236341030475,-58.36352637090837,506,,Juana Manso 1696
250,166,-34.61923116625921,-58.523612420359946,FarmaPlus,-34.61490541674577,-58.526244747417564,538,,Av Beiro 5402
251,166,-34.61923116625921,-58.523612420359946,Farmacity,-34.61384386156472,-58.524681064748584,607,,Av. Francisco Beiró 5278
252,166,-34.61923116625921,-58.523612420359946,Farmacias Dr. Ahorro,-34.613837539235604,-58.52524280548096,618,,Av. Lope de Vega 3185
253,166,-34.61923116625921,-58.523612420359946,Kiosko De Tito,-34.62150415792436,-58.52145231026962,321,,
254,167,-34.61923116625921,-58.51575964471994,Kiosko De Tito,-34.62150415792436,-58.52145231026962,579,,
255,167,-34.61923116625921,-58.51575964471994,Farmacia Belén,-34.62083413993731,-58.51196424986433,390,,Lope De Vega 1690
256,167,-34.61923116625921,-58.51575964471994,Farmacia Yesquina Bermudez,-34.616947,-58.513211,345,,Bermúdez 2400
257,168,-34.61923116625921,-58.507906869079946,Farmacity,-34.619068,-58.504621,301,,Av. Álvarez Jonte 4683
258,168,-34.61923116625921,-58.507906869079946,Farmacia Belén,-34.62083413993731,-58.51196424986433,412,,Lope De Vega 1690
259,168,-34.61923116625921,-58.507906869079946,Farmacia Yesquina Bermudez,-34.616947,-58.513211,548,,Bermúdez 2400
260,169,-34.61923116625921,-58.50005409343995,Farmacity,-34.619068,-58.504621,418,,Av. Álvarez Jonte 4683
261,169,-34.61923116625921,-58.50005409343995,Farmacia Rocca,-34.61905580091943,-58.501338958740234,119,,Av Segurola 1898
262,170,-34.61923116625921,-58.492201317799946,Farmacia Miranda,-34.615833,-58.4957,495,,Miranda 3996
263,172,-34.61923116625921,-58.476495766519946,Farmacia Santa Ana,-34.61784618232763,-58.476126194000244,157,,Nazca 1341
264,172,-34.61923116625921,-58.476495766519946,FarMar,-34.619361,-58.477263,71,,Av Juan B Justo 5702
265,172,-34.61923116625921,-58.476495766519946,Kiosco Que Abre Hasta Tarde,-34.61746597290039,-58.47641372680664,196,,Nazca 1351
266,172,-34.61923116625921,-58.476495766519946,Quiosco- Pago Facil,-34.62331252802304,-58.47743231544412,462,,Cuenca
267,173,-34.61923116625921,-58.46864299087995,Farmacia Cosmopolita,-34.618977196959264,-58.46728997690729,127,,Nazca
268,173,-34.61923116625921,-58.46864299087995,Farmacity,-34.617527461024,-58.46797407233751,199,,Av. Gaona 3004
269,174,-34.61923116625921,-58.46079021523995,Farmacity,-34.61440573642228,-58.46053317189216,537,,Manuel Ricardo Trelles 1065
270,174,-34.61923116625921,-58.46079021523995,Farmavie,-34.62287,-58.459717,416,,Av Boyacá 370
271,174,-34.61923116625921,-58.46079021523995,Farmacia Abc,-34.62241354464928,-58.45941759885599,375,,Av Rivadavia al 6300
272,174,-34.61923116625921,-58.46079021523995,Farmacia Alonso,-34.614784,-58.461643,501,,Av. Gaona 2488
273,175,-34.61923116625921,-58.45293743959995,Farmacity,-34.623606,-58.449601,574,,Av. Rivadavia 5999
274,175,-34.61923116625921,-58.45293743959995,Farmacia Homeopática de Flores,-34.62553405761719,-58.45351791381836,703,,
275,175,-34.61923116625921,-58.45293743959995,Farmacia Florencia,-34.62381242053848,-58.44874169094584,638,,Av. Rivadavia 5892
276,176,-34.61923116625921,-58.44508466395995,Farmacity,-34.61741972249915,-58.445597296547916,207,,Avellaneda
277,176,-34.61923116625921,-58.44508466395995,Farmacias Dr. Ahorro,-34.620884405044265,-58.440898060798645,425,,Av. Rivadavia 5396
278,176,-34.61923116625921,-58.44508466395995,Farmacia TKL González,-34.62046748322188,-58.4415840948544,348,,Av. Rivadavia 5415
279,176,-34.61923116625921,-58.44508466395995,Farmacity,-34.620307939241144,-58.44107326677379,386,,Av. Rivadavia 5375
280,176,-34.61923116625921,-58.44508466395995,Openfarma,-34.621449515414184,-58.441750526984066,392,,Av Rivadavia 5444
281,176,-34.61923116625921,-58.44508466395995,farmacia primera junta,-34.61857986450195,-58.44197463989258,293,,rojas 152
282,176,-34.61923116625921,-58.44508466395995,Farmacia Subeldia,-34.619496,-58.439977,468,,
283,176,-34.61923116625921,-58.44508466395995,Farmacia Nueva Gonzalez,-34.62051455131324,-58.44157852057739,351,,Rivadavia
284,177,-34.61923116625921,-58.43723188831996,Farmacia Azul,-34.6187114587357,-58.43682646751403,68,,Av. Rivadavia 5014
285,177,-34.61923116625921,-58.43723188831996,Farmacity,-34.61826,-58.436562,124,,Av. Acoyte 18
286,177,-34.61923116625921,-58.43723188831996,Farmacia Dalton - Perfumeria,-34.6157358,-58.4393182,433,,Neuquén 601
287,177,-34.61923116625921,-58.43723188831996,Farmacity,-34.620307939241144,-58.44107326677379,371,,Av. Rivadavia 5375
288,177,-34.61923116625921,-58.43723188831996,Farmacity,-34.61602508683368,-58.4388137127098,385,,Av. Avellaneda 1040
289,177,-34.61923116625921,-58.43723188831996,Farmacia TKL González,-34.62046748322188,-58.4415840948544,421,,Av. Rivadavia 5415
290,177,-34.61923116625921,-58.43723188831996,Farmacia Vasallo,-34.620765532631246,-58.43535222304726,242,,
291,177,-34.61923116625921,-58.43723188831996,Openfarma,-34.621449515414184,-58.441750526984066,482,,Av Rivadavia 5444
292,177,-34.61923116625921,-58.43723188831996,Farmacia Faraday,-34.617654084378444,-58.43543025869478,240,,Av. Rivadavia 4950
293,177,-34.61923116625921,-58.43723188831996,Farmacia Azul,-34.61645049618048,-58.43215838125523,558,,Av. Rivadavia 4718
294,177,-34.61923116625921,-58.43723188831996,Farmacias Dr. Ahorro,-34.620884405044265,-58.440898060798645,382,,Av. Rivadavia 5396
295,177,-34.61923116625921,-58.43723188831996,Farmacia Centauro,-34.618394,-58.436652,107,,
296,177,-34.61923116625921,-58.43723188831996,farmacia primera junta,-34.61857986450195,-58.44197463989258,440,,rojas 152
297,177,-34.61923116625921,-58.43723188831996,Farmacity,-34.621124267578125,-58.43635177612305,225,,Garcia Lorca 399
298,177,-34.61923116625921,-58.43723188831996,Farmacia Nueva Gonzalez,-34.62051455131324,-58.44157852057739,423,,Rivadavia
299,177,-34.61923116625921,-58.43723188831996,homeopatia riglos,-34.62215805053711,-58.43663787841797,330,,
300,177,-34.61923116625921,-58.43723188831996,Farmacia Subeldia,-34.619496,-58.439977,253,,
301,177,-34.61923116625921,-58.43723188831996,Farmacia Vassallo,-34.62058006349999,-58.43463875674374,281,,José Maria Moreno
302,178,-34.61923116625921,-58.42937911267995,Farmacity,-34.61908947342166,-58.428587596699586,74,,Av. La Plata 365
303,178,-34.61923116625921,-58.42937911267995,maxi kiosko,-34.619006,-58.425117,391,,Av. La Plata
304,178,-34.61923116625921,-58.42937911267995,Farmacia Francesa,-34.61540224477851,-58.42994237451295,429,,Av. Rivadavia 4544
305,178,-34.61923116625921,-58.42937911267995,Farmacity,-34.61477578634895,-58.42849802154721,502,,Av. Rivadavia 4455
306,178,-34.61923116625921,-58.42937911267995,Farmacia Azul,-34.61645049618048,-58.43215838125523,400,,Av. Rivadavia 4718
307,178,-34.61923116625921,-58.42937911267995,Farmacia Vasallo,-34.620765532631246,-58.43535222304726,573,,
308,178,-34.61923116625921,-58.42937911267995,Farmacia Punto De Salud,-34.615943,-58.430896,391,,República De Indonesia
309,178,-34.61923116625921,-58.42937911267995,Nueva Farmacia Universal,-34.620880126953125,-58.42934799194336,183,,Formosa 100
310,178,-34.61923116625921,-58.42937911267995,Farmacia Vassallo,-34.62058006349999,-58.43463875674374,504,,José Maria Moreno
311,178,-34.61923116625921,-58.42937911267995,Farmacia S.A.G.,-34.62271103756117,-58.430893421173096,411,,Av. Juan Bautista Alberdi 200
312,179,-34.61923116625921,-58.42152633703996,maxi kiosko,-34.619006,-58.425117,329,,Av. La Plata
313,179,-34.61923116625921,-58.42152633703996,Nueva Independencia,-34.62198080677629,-58.41952881137806,356,,Independencia 3830
314,179,-34.61923116625921,-58.42152633703996,Kinder Farma,-34.62192069109102,-58.4195566773796,349,,Paraguay 3260
315,179,-34.61923116625921,-58.42152633703996,Nueva soper,-34.62196170573356,-58.41940620105223,360,,Boedo 783
316,180,-34.61923116625921,-58.41367356139996,Farmacia Belgrano,-34.61534881591797,-58.41443634033203,437,,Av Belgrano
317,180,-34.61923116625921,-58.41367356139996,Farmacia Nueva del Sanatorio,-34.6155865676701,-58.414116455242,407,,Av. Belgrano 3400
318,180,-34.61923116625921,-58.41367356139996,Farmacity,-34.615161480290666,-58.41330929035617,454,,
319,181,-34.61923116625921,-58.40582078575996,Farmacity,-34.6187114587357,-58.40312719345093,253,,Av. Independencia 2676
320,181,-34.61923116625921,-58.40582078575996,Farmacias ABC,-34.61728109898793,-58.4043824672699,253,,Av. Jujuy 601
321,181,-34.61923116625921,-58.40582078575996,Farmacia Av. Gran San Juan,-34.624444577390456,-58.40632109402194,582,,Av. San Juan 3002
322,182,-34.61923116625921,-58.39796801011996,Farmacia Moreno,-34.6234699,-58.3989333,480,,"Av. San Juan 2374, C1232AAS"
323,182,-34.61923116625921,-58.39796801011996,Farmacity,-34.6187114587357,-58.40312719345093,476,,Av. Independencia 2676
324,182,-34.61923116625921,-58.39796801011996,farmacia SEC,-34.61830139160156,-58.39455795288086,329,,avenida independencia 2002
325,182,-34.61923116625921,-58.39796801011996,Farmacia Nueva San Juan,-34.6235,-58.40114,557,,Av. San Juan 2501
326,182,-34.61923116625921,-58.39796801011996,Farmacia Santa Lucía,-34.622738,-58.395264,462,,Rincón 1196
327,183,-34.61923116625921,-58.390115234479964,Farmacity,-34.61629412535296,-58.39146494865418,349,,Av. Entre Ríos 668
328,183,-34.61923116625921,-58.390115234479964,farmacia gran sur,-34.61954879760742,-58.38848114013672,153,,Entre Rios 1170
329,183,-34.61923116625921,-58.390115234479964,Farmacia,-34.61831382484823,-58.38864075667127,169,,Av Independencia 1460
330,183,-34.61923116625921,-58.390115234479964,Farmacia Maria C.,-34.618121,-58.386805,327,,Independencia 1458
331,183,-34.61923116625921,-58.390115234479964,Farmacia Solis,-34.613806,-58.3903,604,,Avenida Belgrano
332,183,-34.61923116625921,-58.390115234479964,farmacia SEC,-34.61830139160156,-58.39455795288086,419,,avenida independencia 2002
333,183,-34.61923116625921,-58.390115234479964,Gran Farmacia Del Sud,-34.62303,-58.393597,529,,Av. San Juan 2000
334,184,-34.61923116625921,-58.38226245883996,Farmacia Maria C.,-34.618121,-58.386805,434,,Independencia 1458
335,184,-34.61923116625921,-58.38226245883996,farmacia gran sur,-34.61954879760742,-58.38848114013672,570,,Entre Rios 1170
336,184,-34.61923116625921,-58.38226245883996,Farmacia Mutual,-34.61589945283304,-58.38144793670249,378,,
337,184,-34.61923116625921,-58.38226245883996,Farmacia,-34.61831382484823,-58.38864075667127,593,,Av Independencia 1460
338,184,-34.61923116625921,-58.38226245883996,Kiosco,-34.61907214255325,-58.37939213308443,263,,
339,185,-34.61923116625921,-58.374409683199964,Farmacity,-34.62177073342762,-58.37113865153891,411,,Defensa
340,185,-34.61923116625921,-58.374409683199964,Farmacia Indiana,-34.62344,-58.37561,481,,Cochabamba 710
341,185,-34.61923116625921,-58.374409683199964,farmacia irupe,-34.617453,-58.373152,229,,Bolívar 834
342,185,-34.61923116625921,-58.374409683199964,Kiosco,-34.61907214255325,-58.37939213308443,456,,
343,186,-34.61923116625921,-58.36655690755996,Farmacity,-34.62177073342762,-58.37113865153891,506,,Defensa
344,186,-34.61923116625921,-58.36655690755996,Farmacia Nueva Ricamon,-34.62409,-58.371437,701,,
345,190,-34.6126093347407,-58.523612420359946,Farmacity,-34.61384386156472,-58.524681064748584,168,,Av. Francisco Beiró 5278
346,190,-34.6126093347407,-58.523612420359946,Farmacias Dr. Ahorro,-34.613837539235604,-58.52524280548096,202,,Av. Lope de Vega 3185
347,190,-34.6126093347407,-58.523612420359946,FarmaPlus,-34.61490541674577,-58.526244747417564,351,,Av Beiro 5402
348,190,-34.6126093347407,-58.523612420359946,The Black,-34.61230087280273,-58.51766967773438,545,,Quevedo
349,190,-34.6126093347407,-58.523612420359946,Antigua Farmacia Mauri,-34.61005877237913,-58.52204359682818,318,,"Pedro Morán 4601, Buenos Aires, Ciudad Autónoma de Buenos Aires"
350,190,-34.6126093347407,-58.523612420359946,Lavadero Los Amigos De Jp,-34.60967992622192,-58.52717716681386,461,,Nueva York 5210
351,191,-34.6126093347407,-58.51575964471994,Farmacia Vantage,-34.611929,-58.51712,145,,
352,191,-34.6126093347407,-58.51575964471994,The Black,-34.61230087280273,-58.51766967773438,178,,Quevedo
353,191,-34.6126093347407,-58.51575964471994,Farmacia,-34.611451757981406,-58.5172464538814,187,,
354,191,-34.6126093347407,-58.51575964471994,Drogueria Ciclofar,-34.61203623569063,-58.51463198661804,121,,Tinogasta 4838
355,191,-34.6126093347407,-58.51575964471994,Farmacia Yesquina Bermudez,-34.616947,-58.513211,536,,Bermúdez 2400
356,193,-34.6126093347407,-58.50005409343995,La Parada Del Leo,-34.60930235989173,-58.500218211685805,368,,
357,194,-34.6126093347407,-58.492201317799946,Daneri,-34.60766168850167,-58.49207049003529,550,,Campana 2502
358,194,-34.6126093347407,-58.492201317799946,Farmacia Profesional,-34.61164177764412,-58.49364853915471,170,,Alvarez Jonte
359,194,-34.6126093347407,-58.492201317799946,Farmacia Miranda,-34.615833,-58.4957,481,,Miranda 3996
360,194,-34.6126093347407,-58.492201317799946,Farmacia Mafei,-34.61395449558683,-58.491116694388495,179,,Avenida Jonte 3202
361,194,-34.6126093347407,-58.492201317799946,Farmacia Vasallo,-34.60812683894231,-58.49084042067308,514,,Cuenca 2719
362,195,-34.6126093347407,-58.48434854215995,Farmacity,-34.61166127020595,-58.48129493308637,299,,Nazca 1976
363,195,-34.6126093347407,-58.48434854215995,Farmacia Nazca,-34.61188300552602,-58.48278542331458,164,,Nazca 2602
364,195,-34.6126093347407,-58.48434854215995,Quiosco 24 Hs.,-34.61074704347096,-58.481812477111816,311,,Av. Nazca 2061
365,196,-34.6126093347407,-58.476495766519946,Farmacia Rawson,-34.61108087680086,-58.47273739951822,384,,
366,196,-34.6126093347407,-58.476495766519946,Quiosco 24 Hs.,-34.61074704347096,-58.481812477111816,529,,Av. Nazca 2061
367,196,-34.6126093347407,-58.476495766519946,Farmacia Nazca,-34.61188300552602,-58.48278542331458,581,,Nazca 2602
368,196,-34.6126093347407,-58.476495766519946,Farmacity,-34.61166127020595,-58.48129493308637,452,,Nazca 1976
369,197,-34.6126093347407,-58.46864299087995,Farmacia Rawson,-34.61108087680086,-58.47273739951822,411,,
370,197,-34.6126093347407,-58.46864299087995,Laboratorio Ferring,-34.61104951582919,-58.46750184725331,202,,Juan B. Justo 4900
371,198,-34.6126093347407,-58.46079021523995,Farmacity,-34.61440573642228,-58.46053317189216,201,,Manuel Ricardo Trelles 1065
372,198,-34.6126093347407,-58.46079021523995,Farmacia Alonso,-34.614784,-58.461643,254,,Av. Gaona 2488
373,200,-34.6126093347407,-58.44508466395995,Farmacity,-34.61741972249915,-58.445597296547916,537,,Avellaneda
374,200,-34.6126093347407,-58.44508466395995,Farmacity,-34.60744073836786,-58.44585286571391,579,,Av. Gaona 1101
375,200,-34.6126093347407,-58.44508466395995,Farmacity,-34.608645440634994,-58.44137549400329,556,,Avenida Diaz Velez
376,200,-34.6126093347407,-58.44508466395995,Farmacenter,-34.6070647883256,-58.444894552230835,617,,Avenida Angel Gallardo 1071
377,200,-34.6126093347407,-58.44508466395995,"Farmacia ""Pharma Rodo""",-34.60827456402407,-58.44274878501892,527,,Av. Diaz Velez 5402
378,200,-34.6126093347407,-58.44508466395995,Farmacia ABC,-34.610822,-58.442918,281,,Av. Dr. Honorio Pueyrredón 802
379,201,-34.6126093347407,-58.43723188831996,Farmacia Dalton - Perfumeria,-34.6157358,-58.4393182,397,,Neuquén 601
380,201,-34.6126093347407,-58.43723188831996,Farmacia Gran Acoyte,-34.61303997594793,-58.43834548574778,112,,"Av Acoyte 435, Ciudad Autónoma de Buenos Aires"
381,201,-34.6126093347407,-58.43723188831996,Farmacity,-34.608645440634994,-58.44137549400329,582,,Avenida Diaz Velez
382,201,-34.6126093347407,-58.43723188831996,Farmacity,-34.61602508683368,-58.4388137127098,406,,Av. Avellaneda 1040
383,201,-34.6126093347407,-58.43723188831996,Farmacia ABC,-34.610822,-58.442918,557,,Av. Dr. Honorio Pueyrredón 802
384,201,-34.6126093347407,-58.43723188831996,Farmacia Azul,-34.61645049618048,-58.43215838125523,631,,Av. Rivadavia 4718
385,201,-34.6126093347407,-58.43723188831996,Farmacia Faraday,-34.617654084378444,-58.43543025869478,585,,Av. Rivadavia 4950
386,202,-34.6126093347407,-58.42937911267995,Farmacity,-34.61477578634895,-58.42849802154721,254,,Av. Rivadavia 4455
387,202,-34.6126093347407,-58.42937911267995,Farmacia Francesa,-34.61540224477851,-58.42994237451295,315,,Av. Rivadavia 4544
388,202,-34.6126093347407,-58.42937911267995,Farmacia José Pringles,-34.61172570915547,-58.429092823131064,101,,Avenida Rivadavia
389,202,-34.6126093347407,-58.42937911267995,Farmacia Azul,-34.61645049618048,-58.43215838125523,497,,Av. Rivadavia 4718
390,202,-34.6126093347407,-58.42937911267995,Farmacia Punto De Salud,-34.615943,-58.430896,396,,República De Indonesia
391,202,-34.6126093347407,-58.42937911267995,Audifarm Salud,-34.61381987958664,-58.42402696609497,508,,Don Bosco 4158
392,202,-34.6126093347407,-58.42937911267995,El Baile Del Kioscazo,-34.608727,-58.430943,455,,Av. Díaz Vélez 4517
393,203,-34.6126093347407,-58.42152633703996,Farmacia Latina,-34.6115204427918,-58.42118406368785,125,,
394,203,-34.6126093347407,-58.42152633703996,Farmacity,-34.61125856252235,-58.420074325055666,200,,Av. Rivadavia 3827
395,203,-34.6126093347407,-58.42152633703996,Gran Larocca,-34.61105609822469,-58.41704249382018,445,,Av.rivadavia 3598
396,203,-34.6126093347407,-58.42152633703996,Farmacity,-34.61477578634895,-58.42849802154721,682,,Av. Rivadavia 4455
397,203,-34.6126093347407,-58.42152633703996,El zorzal,-34.608362,-58.421026,475,,
398,203,-34.6126093347407,-58.42152633703996,Audifarm Salud,-34.61381987958664,-58.42402696609497,265,,Don Bosco 4158
399,204,-34.6126093347407,-58.41367356139996,Farmacity,-34.610418729030584,-58.41037559685036,388,,Av. Rivadavia 3102
400,204,-34.6126093347407,-58.41367356139996,Farmacity,-34.615161480290666,-58.41330929035617,286,,
401,204,-34.6126093347407,-58.41367356139996,Farmacity,-34.61125856252235,-58.420074325055666,605,,Av. Rivadavia 3827
402,204,-34.6126093347407,-58.41367356139996,Farmacia Belgrano,-34.61534881591797,-58.41443634033203,312,,Av Belgrano
403,204,-34.6126093347407,-58.41367356139996,Gran Larocca,-34.61105609822469,-58.41704249382018,353,,Av.rivadavia 3598
404,204,-34.6126093347407,-58.41367356139996,Farmacia Nueva del Sanatorio,-34.6155865676701,-58.414116455242,333,,Av. Belgrano 3400
405,204,-34.6126093347407,-58.41367356139996,Farmacia Roma,-34.61044681775141,-58.409392833709724,460,,Av. Rivadavia 3030
406,204,-34.6126093347407,-58.41367356139996,Drogueria Urbana,-34.61400096560197,-58.4098987294655,378,,Moreno
407,204,-34.6126093347407,-58.41367356139996,Farmacia Miserere,-34.61054953112648,-58.41019408445644,392,,"Av Rivadavia 2952, Ciudad Autónoma de Buenos Aires, Capital Federal"
408,204,-34.6126093347407,-58.41367356139996,Bs.As. Farma,-34.61544455156445,-58.4098219871521,473,,Av. Belgrano 3002
409,205,-34.6126093347407,-58.40582078575996,Nueva Gran Once,-34.61001472906977,-58.40512300136979,295,,Rivadavia 2754
410,205,-34.6126093347407,-58.40582078575996,Farmacity,-34.610418729030584,-58.41037559685036,483,,Av. Rivadavia 3102
411,205,-34.6126093347407,-58.40582078575996,Farmacia Roma,-34.61044681775141,-58.409392833709724,406,,Av. Rivadavia 3030
412,205,-34.6126093347407,-58.40582078575996,Farmacias Dr. Ahorro,-34.60992431640625,-58.40208435058594,454,,Av. Rivadavia 2502
413,205,-34.6126093347407,-58.40582078575996,Farmacia Miserere,-34.61054953112648,-58.41019408445644,461,,"Av Rivadavia 2952, Ciudad Autónoma de Buenos Aires, Capital Federal"
414,205,-34.6126093347407,-58.40582078575996,Drogueria Urbana,-34.61400096560197,-58.4098987294655,404,,Moreno
415,205,-34.6126093347407,-58.40582078575996,Bs.As. Farma,-34.61544455156445,-58.4098219871521,483,,Av. Belgrano 3002
416,205,-34.6126093347407,-58.40582078575996,Farmastore,-34.60859,-58.40753,474,,Estación Once de Septiembre [Línea Sarmiento]
417,205,-34.6126093347407,-58.40582078575996,Farmacia Italiana,-34.607497,-58.406298,570,,
418,205,-34.6126093347407,-58.40582078575996,Farmacia ABC,-34.60860827613819,-58.40224763047365,552,,mitre 2542
419,205,-34.6126093347407,-58.40582078575996,Farmacias ABC,-34.61728109898793,-58.4043824672699,536,,Av. Jujuy 601
420,205,-34.6126093347407,-58.40582078575996,Farmacias Dr. Ahorro,-34.607675,-58.406221,550,,Av. Pueyrredón 202
421,206,-34.6126093347407,-58.39796801011996,Farmacia Compostela,-34.6130312,-58.397445,67,,Moreno 2202
422,206,-34.6126093347407,-58.39796801011996,Farmacia Nexus,-34.609715,-58.397657,323,,Av. Rivadavia 2202
423,206,-34.6126093347407,-58.39796801011996,Farmacia del Mercado,-34.61415821033836,-58.39772854131759,173,,Spinetto Shopping
424,206,-34.6126093347407,-58.39796801011996,Farmacity,-34.60958923637239,-58.39794028257353,336,,Av. Rivadavia 2215
425,206,-34.6126093347407,-58.39796801011996,Farmacias Dr. Ahorro,-34.60992431640625,-58.40208435058594,481,,Av. Rivadavia 2502
426,206,-34.6126093347407,-58.39796801011996,Farmacia Porteña Congreso,-34.6092202,-58.3954939,440,,Av. Rivadavia 2101
427,206,-34.6126093347407,-58.39796801011996,Farmacity,-34.61135275319549,-58.39175341468153,586,,Av. Entre Ríos 196
428,206,-34.6126093347407,-58.39796801011996,Farmacia Junín,-34.60873520051456,-58.39641909774589,454,,Junin 43
429,206,-34.6126093347407,-58.39796801011996,Farmacity,-34.60943,-58.3938,520,,
430,206,-34.6126093347407,-58.39796801011996,Ortopedia Bartamian,-34.61407844190884,-58.39181109072824,587,,Av. Belgrano 1699
431,206,-34.6126093347407,-58.39796801011996,Farmacia P+P,-34.611333762753574,-58.39173432331052,588,,
432,206,-34.6126093347407,-58.39796801011996,Farmacia ABC,-34.60860827613819,-58.40224763047365,593,,mitre 2542
433,206,-34.6126093347407,-58.39796801011996,Farmacia Oriien,-34.611492,-58.391719,585,,Entre ríos  205
434,206,-34.6126093347407,-58.39796801011996,Farmacia Kent,-34.609517,-58.396509,369,,Pichincha 52
435,206,-34.6126093347407,-58.39796801011996,Optilook,-34.610917577544,-58.39743321868439,194,,Uriburu 61
436,207,-34.6126093347407,-58.390115234479964,Farmacia Azul,-34.60989105803149,-58.391716369448105,336,,Av. Entre Ríos 299
437,207,-34.6126093347407,-58.390115234479964,Farmacity,-34.61135275319549,-58.39175341468153,205,,Av. Entre Ríos 196
438,207,-34.6126093347407,-58.390115234479964,Ortopedia Bartamian,-34.61407844190884,-58.39181109072824,225,,Av. Belgrano 1699
439,207,-34.6126093347407,-58.390115234479964,Farmacia Solis,-34.613806,-58.3903,134,,Avenida Belgrano
440,207,-34.6126093347407,-58.390115234479964,Openfarma,-34.61373358683366,-58.391153615235325,157,,Av. Entre Ríos 205
441,207,-34.6126093347407,-58.390115234479964,Farmacity,-34.60871735565272,-58.3919928722429,466,,Av. Callao 23/25/27/29
442,207,-34.6126093347407,-58.390115234479964,Farmacity,-34.60943,-58.3938,489,,
443,207,-34.6126093347407,-58.390115234479964,Farmacia Nueva Parana,-34.606762,-58.38779,684,,Parana 185
444,207,-34.6126093347407,-58.390115234479964,Farmacity,-34.609542,-58.387269,429,,Av. de Mayo 1470
445,207,-34.6126093347407,-58.390115234479964,Farmacity,-34.61629412535296,-58.39146494865418,428,,Av. Entre Ríos 668
446,207,-34.6126093347407,-58.390115234479964,Farmacia Gremial,-34.609011,-58.388708,420,,Av. de Mayo 1582
447,207,-34.6126093347407,-58.390115234479964,Pago facil,-34.6117941,-58.3892389,121,,
448,207,-34.6126093347407,-58.390115234479964,Farmacia Oriien,-34.611492,-58.391719,192,,Entre ríos  205
449,207,-34.6126093347407,-58.390115234479964,Farmacia P+P,-34.611333762753574,-58.39173432331052,205,,
450,207,-34.6126093347407,-58.390115234479964,Farmacia,-34.6090202331543,-58.39116287231445,410,,
451,208,-34.6126093347407,-58.38226245883996,Farmacia San Carlos,-34.61170212863991,-58.378439456228946,364,,Moreno 900
452,208,-34.6126093347407,-58.38226245883996,Farmacity,-34.61332256544964,-58.383099769689515,110,,Av. Manuel Belgrano 1194
453,208,-34.6126093347407,-58.38226245883996,Farmacity,-34.60971,-58.380568,358,,Bernardo de Irigoyen 102
454,208,-34.6126093347407,-58.38226245883996,Openfarma,-34.60897,-58.378187,550,,Av. de Mayo 839
